Date,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BPCL,BHARTIARTL,INDUSTOWER,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,HDFC,ICICIBANK,IBULHSGFIN,ITC,IOC,INDUSINDBK,INFY,KOTAKBANK,LUPIN,LT,M&M,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,UPL,ULTRACEMCO,VEDL,WIPRO,YESBANK,ZEEL,^NSEI
2016-01-19,227.2470245361328,167.64430236816406,818.4722290039062,801.943359375,385.09259033203125,1988.971923828125,557.7886962890625,219.8345489501953,276.12005615234375,279.0353088378906,17298.060546875,586.076904296875,205.08847045898438,2786.285888671875,1421.110595703125,82.27393341064453,385.8228454589844,502.803466796875,2098.359375,69.8616714477539,143.29977416992188,749.696533203125,1071.150390625,198.07981872558594,555.60986328125,183.47079467773438,74.87012481689453,877.8236083984375,497.0070495605469,667.1500854492188,1649.3431396484375,674.7888793945312,551.4707641601562,3964.2099609375,89.82123565673828,116.26681518554688,112.59998321533203,500.093994140625,178.95974731445312,766.3875122070312,1025.615478515625,354.0066223144531,203.33389282226562,454.69146728515625,248.7965087890625,2602.989013671875,47.959232330322266,197.7047576904297,129.2332305908203,383.9110412597656,7435.10009765625
2016-01-20,214.12066650390625,163.78936767578125,813.4384765625,782.1192626953125,379.8012390136719,1999.5474853515625,557.2451782226562,217.30686950683594,275.4971618652344,263.7840576171875,17190.396484375,581.2750244140625,197.9832305908203,2742.898193359375,1395.52392578125,81.25436401367188,387.5027770996094,494.3084716796875,2103.1767578125,65.7292709350586,140.04930114746094,735.450927734375,1055.961181640625,194.31307983398438,549.7902221679688,180.4912872314453,72.74129486083984,855.4973754882812,488.9828186035156,661.1140747070312,1640.901123046875,670.6725463867188,550.6334228515625,3832.76611328125,87.86063385009766,113.7601547241211,111.52324676513672,481.3811950683594,169.86257934570312,765.132568359375,1025.9757080078125,342.1114501953125,198.2078399658203,449.8118591308594,237.05332946777344,2582.2236328125,44.254085540771484,197.9053497314453,122.5937271118164,374.17449951171875,7309.2998046875
2016-01-21,215.97496032714844,168.3013458251953,817.4072265625,755.8012084960938,400.9176330566406,1994.80810546875,567.388427734375,214.8650665283203,275.2302551269531,270.3841857910156,16783.9453125,568.63330078125,191.3760528564453,2634.906005859375,1396.722900390625,81.6861801147461,384.4420166015625,496.5899658203125,2087.457275390625,66.409912109375,138.27630615234375,717.4590454101562,1050.804931640625,195.9582977294922,556.7258911132812,179.00157165527344,71.46939086914062,855.2526245117188,495.87322998046875,659.3182373046875,1635.90380859375,662.6204833984375,544.867431640625,3674.83642578125,88.39232635498047,110.56012725830078,109.4940414428711,471.6294860839844,171.7700653076172,746.3565673828125,1016.9093627929688,328.4169921875,201.28347778320312,450.1224060058594,239.75111389160156,2658.576171875,43.21525573730469,200.91470336914062,124.12081909179688,375.4889221191406,7276.7998046875
2016-01-22,216.4141387939453,169.08987426757812,842.090576171875,792.080078125,415.6158142089844,2035.09130859375,575.1551513671875,216.75466918945312,265.7978210449219,270.45880126953125,16619.0390625,570.250244140625,198.8465118408203,2754.605224609375,1479.369384765625,88.03155517578125,386.2829895019531,500.13360595703125,2190.22802734375,70.34782409667969,138.7890625,713.666259765625,1076.21337890625,201.54351806640625,564.9371337890625,180.3744659423828,73.318603515625,879.3413696289062,495.5242614746094,681.4667358398438,1670.2054443359375,686.3562622070312,573.673095703125,3876.203369140625,91.8150405883789,115.33348083496094,110.23948669433594,481.18951416015625,180.57376098632812,761.850341796875,1035.51513671875,339.362548828125,211.7064666748047,456.24407958984375,253.39859008789062,2676.677978515625,44.80812072753906,200.65936279296875,129.75489807128906,384.9820556640625,7422.4501953125
2016-01-25,213.1446990966797,172.55052185058594,850.463623046875,799.7459106445312,412.3822021484375,2042.50732421875,578.677734375,215.44178771972656,264.72998046875,273.8894348144531,16793.7890625,568.9761352539062,202.4654998779297,2774.578857421875,1474.3131103515625,85.57257080078125,386.0299072265625,505.4003601074219,2134.1943359375,70.00751495361328,137.2854766845703,724.5816040039062,1091.217041015625,204.4010772705078,564.5385131835938,180.7541961669922,71.35214233398438,888.3502807617188,496.1348571777344,679.4215087890625,1648.6639404296875,669.5007934570312,563.8160400390625,3853.918212890625,91.68212127685547,117.1468276977539,110.15664672851562,481.0936584472656,178.95974731445312,779.2748413085938,1039.5301513671875,332.4653625488281,217.77232360839844,456.5102844238281,254.92201232910156,2713.226318359375,44.60035705566406,201.37718200683594,128.52186584472656,380.94140625,7436.14990234375
2016-01-27,210.16812133789062,168.12611389160156,831.0557861328125,782.5098876953125,407.0418395996094,2021.0491943359375,586.6470336914062,213.65029907226562,264.9969482421875,285.4117736816406,16599.73828125,568.8782348632812,201.90106201171875,2841.237548828125,1457.78369140625,85.9564208984375,387.5597839355469,502.7305908203125,2098.063720703125,69.08380889892578,138.56307983398438,710.3361206054688,1086.897216796875,205.48345947265625,561.27001953125,182.828125,71.62275695800781,889.37841796875,496.5056457519531,673.0363159179688,1639.0574951171875,665.6849365234375,563.0504150390625,3882.81298828125,95.53681945800781,116.48014831542969,114.50493621826172,478.8893737792969,180.37811279296875,792.6930541992188,1046.3408203125,336.9135437011719,220.07904052734375,446.3074035644531,262.2535705566406,2714.3115234375,44.18482208251953,203.40182495117188,128.62620544433594,386.2478332519531,7437.75
2016-01-28,205.77639770507812,169.26507568359375,831.4429931640625,789.6875,397.4880065917969,1986.426513671875,570.7479858398438,213.2331085205078,259.30194091796875,275.4555969238281,16284.958984375,566.2322998046875,203.59434509277344,2877.744384765625,1433.2525634765625,86.60416412353516,391.500244140625,500.8131408691406,2061.848876953125,67.77116394042969,142.01348876953125,732.3983764648438,1066.2730712890625,201.9331512451172,555.8888549804688,186.0997314453125,71.90238189697266,888.3013305664062,492.6241455078125,661.712646484375,1655.7474365234375,645.6748046875,576.185302734375,3874.64453125,95.86912536621094,117.28013610839844,119.01888275146484,487.29931640625,181.20957946777344,805.2426147460938,1051.50537109375,334.0647277832031,217.1742706298828,443.64581298828125,260.6666259765625,2707.554443359375,46.608760833740234,201.45082092285156,127.39315032958984,393.9396667480469,7424.64990234375
2016-01-29,207.14271545410156,171.1487274169922,842.0423583984375,814.687255859375,400.1827087402344,2055.364501953125,585.8021240234375,219.18423461914062,257.9671325683594,269.37744140625,16803.4921875,573.3861083984375,212.4593048095703,2967.769775390625,1486.02880859375,88.4273910522461,401.35150146484375,509.62359619140625,2168.381103515625,68.54901885986328,141.8309783935547,755.6630249023438,1096.2337646484375,199.2921142578125,563.581787109375,187.0636444091797,72.57891845703125,909.50146484375,508.018798828125,682.0155029296875,1660.016845703125,661.9893798828125,590.1095581054688,3867.610107421875,94.67283630371094,120.66682434082031,122.45609283447266,496.16455078125,175.97625732421875,842.6980590820312,1078.6138916015625,336.76361083984375,213.32974243164062,444.843505859375,277.4879455566406,2801.6630859375,49.690616607666016,207.17498779296875,141.6680908203125,408.98260498046875,7563.5498046875
2016-02-01,215.77976989746094,175.17880249023438,858.98193359375,782.2171020507812,391.2657775878906,2043.0335693359375,593.1884155273438,215.99392700195312,263.9291076660156,275.6792907714844,16508.11328125,587.4489135742188,218.1699981689453,2915.302490234375,1533.3802490234375,88.31944274902344,408.09674072265625,514.4293212890625,2142.984130859375,69.13241577148438,140.19703674316406,740.90869140625,1096.280029296875,188.0784149169922,572.0603637695312,189.7218017578125,72.84050750732422,907.8367919921875,511.703857421875,686.1060180664062,1652.0601806640625,674.2479248046875,586.8079833984375,3728.235107421875,93.210693359375,120.02682495117188,121.54502868652344,493.7206115722656,168.98220825195312,842.0704956054688,1083.7559814453125,338.36297607421875,212.9879913330078,441.4721374511719,278.1227111816406,2781.14501953125,48.75566864013672,209.14439392089844,146.5244140625,405.5260925292969,7555.9501953125
2016-02-02,208.11865234375,172.24388122558594,854.2388305664062,747.8912353515625,383.0347900390625,2074.80419921875,574.2410278320312,211.67481994628906,268.9122619628906,274.00128173828125,16339.4638671875,562.5083618164062,211.7952423095703,2913.391357421875,1544.4493408203125,86.7720718383789,404.55029296875,511.54107666015625,2128.36181640625,66.65299224853516,136.3468475341797,740.1223754882812,1096.047607421875,182.1901397705078,560.2711791992188,189.42971801757812,71.91140747070312,889.37841796875,512.663330078125,675.5804443359375,1655.2137451171875,674.1578369140625,577.3815307617188,3659.019775390625,89.09016418457031,115.49346923828125,121.13092041015625,479.75189208984375,165.7052764892578,806.2080078125,1081.68115234375,329.41656494140625,197.73794555664062,420.93341064453125,264.0626525878906,2764.769287109375,44.94663619995117,208.81309509277344,144.9878387451172,391.0673522949219,7455.5498046875
2016-02-03,205.14205932617188,168.12611389160156,836.0408325195312,752.0904541015625,372.8930358886719,2060.366943359375,630.4013671875,206.50926208496094,266.7766418457031,265.64849853515625,16081.734375,550.797607421875,210.6663818359375,2874.97265625,1504.6729736328125,86.38823699951172,395.0234680175781,506.7110900878906,2100.091796875,64.80557250976562,133.6699676513672,760.0106811523438,1078.5361328125,176.69154357910156,545.9382934570312,188.0860137939453,71.5054702758789,886.8325805664062,504.8787841796875,664.0073852539062,1648.4697265625,666.285888671875,575.6349487304688,3615.0166015625,85.50131225585938,113.62681579589844,119.29873657226562,470.2876892089844,162.4283447265625,805.9666137695312,1089.890380859375,320.1703186035156,191.3730926513672,418.9372253417969,259.6827392578125,2731.57470703125,42.695838928222656,205.3343963623047,147.52980041503906,393.35546875,7361.7998046875
2016-02-04,210.5096893310547,171.41156005859375,860.8693237304688,723.0867919921875,375.0487976074219,2027.89453125,626.85888671875,207.05694580078125,270.7364807128906,265.64849853515625,16306.8583984375,539.380859375,214.15257263183594,2875.307373046875,1517.259765625,85.16474151611328,402.09326171875,509.3080749511719,2124.5595703125,66.79883575439453,127.3341293334961,772.2210693359375,1085.4105224609375,176.6049346923828,532.6148681640625,187.9984130859375,70.26065063476562,894.2255249023438,514.4949340820312,674.6825561523438,1603.785400390625,682.4503173828125,576.3527221679688,3583.1943359375,83.67363739013672,117.33348846435547,122.25519561767578,466.286376953125,159.2981414794922,806.642333984375,1091.5816650390625,325.36822509765625,193.03904724121094,416.49737548828125,257.2388916015625,2732.068115234375,46.920406341552734,206.12588500976562,144.04881286621094,388.7793273925781,7404.0
2016-02-05,206.02040100097656,171.28013610839844,870.4523315429688,745.3034057617188,391.5107421875,2076.779052734375,661.8831787109375,209.85752868652344,273.3615417480469,271.2792053222656,15452.3212890625,558.7354736328125,216.6427459716797,2971.305419921875,1627.2574462890625,82.177978515625,403.159423828125,512.244873046875,2184.523193359375,69.27827453613281,130.08055114746094,781.6102905273438,1098.97412109375,181.32423400878906,550.94482421875,189.25442504882812,71.18074035644531,892.9036254882812,512.2925415039062,690.3960571289062,1749.3856201171875,684.9741821289062,583.5301513671875,3515.914794921875,84.01020812988281,117.30683135986328,120.9643325805664,465.2561340332031,164.5314483642578,827.8316650390625,1092.4388427734375,336.9635314941406,199.78839111328125,421.5101013183594,261.5235290527344,2804.277587890625,51.17959976196289,205.37123107910156,147.40650939941406,398.2237243652344,7489.10009765625
2016-02-08,206.94752502441406,172.7257080078125,860.1433715820312,727.7255249023438,400.3296813964844,2066.861572265625,658.1084594726562,205.4263916015625,276.7429504394531,273.2928161621094,15746.35546875,555.5014038085938,214.7169952392578,2934.27294921875,1651.110595703125,82.41789245605469,393.9341125488281,502.8276672363281,2170.6201171875,67.86840057373047,129.02020263671875,766.763427734375,1081.4622802734375,180.5881805419922,542.8297119140625,184.17181396484375,70.42302703857422,864.6041870117188,501.8697204589844,671.539794921875,1766.900390625,679.2053833007812,575.0369262695312,3524.55517578125,82.96681213378906,114.16014099121094,118.63250732421875,460.53594970703125,168.39529418945312,806.690673828125,1065.826171875,323.3690490722656,200.001953125,417.56201171875,256.1598205566406,2783.3642578125,49.65598678588867,200.62255859375,145.756103515625,391.99237060546875,7387.25
2016-02-09,205.33721923828125,173.1637725830078,855.8843383789062,725.2839965820312,391.8537292480469,2085.7744140625,650.5888061523438,205.3516845703125,277.855224609375,266.6552734375,15707.0732421875,544.7216796875,205.3540802001953,2828.431396484375,1632.344970703125,83.62938690185547,375.71502685546875,498.070556640625,2181.649658203125,68.0628662109375,126.31724548339844,764.4046020507812,1077.560791015625,181.32423400878906,506.3313293457031,182.50682067871094,70.07122039794922,850.3074340820312,483.0517578125,675.4806518554688,1849.1370849609375,669.5308227539062,566.16064453125,3453.309326171875,84.71703338623047,116.3468246459961,118.21611022949219,458.8348083496094,163.4065399169922,824.4530029296875,1029.0426025390625,310.52423095703125,201.1980438232422,397.68865966796875,247.74916076660156,2728.812744140625,48.305503845214844,197.4015350341797,141.6775360107422,379.1888427734375,7298.2001953125
2016-02-10,197.9689178466797,171.3677215576172,848.4793090820312,675.0405883789062,385.68048095703125,2078.3583984375,640.1689453125,208.50082397460938,277.0098876953125,264.4552307128906,15735.3583984375,527.8170166015625,208.34225463867188,2757.185302734375,1608.4693603515625,83.01763916015625,383.57293701171875,491.71142578125,2159.887451171875,65.04865264892578,125.65673828125,762.7396240234375,1037.2879638671875,179.46249389648438,504.8375244140625,180.5205078125,69.28643035888672,817.7483520507812,483.4442443847656,665.8031616210938,1797.999755859375,673.3765869140625,565.7300415039062,3473.564208984375,83.9765625,113.86680603027344,119.38201904296875,461.3027038574219,155.5321044921875,826.093994140625,1023.359375,291.43194580078125,201.36891174316406,390.7241516113281,250.9229736328125,2760.0341796875,46.574134826660156,195.54254150390625,139.49603271484375,369.3549499511719,7215.7001953125
2016-02-11,182.35391235351562,169.39649963378906,828.297119140625,624.1622924804688,369.6105041503906,2044.7891845703125,610.5843505859375,203.57174682617188,274.6962890625,265.49932861328125,15606.8525390625,530.0220336914062,202.59829711914062,2757.47216796875,1582.3665771484375,79.6710205078125,374.5793151855469,473.4351806640625,2110.276123046875,61.93720626831055,120.68451690673828,742.434814453125,990.9301147460938,172.5351104736328,496.076416015625,174.41554260253906,67.14859771728516,794.2959594726562,470.4046936035156,627.4921875,1738.0325927734375,656.4310302734375,539.07763671875,3344.103759765625,81.41854858398438,108.34681701660156,113.84390258789062,443.0451354980469,150.88571166992188,801.62255859375,991.4020385742188,276.2381286621094,191.80026245117188,383.227294921875,246.0987548828125,2681.116943359375,43.14599609375,190.38893127441406,135.53126525878906,359.618408203125,6976.35009765625
2016-02-12,173.76565551757812,170.53541564941406,827.5225830078125,646.4275512695312,383.23077392578125,2022.409423828125,592.5560302734375,192.38185119628906,288.8003845214844,286.45587158203125,15317.0947265625,518.0172119140625,201.10421752929688,2721.251708984375,1615.990966796875,77.95572662353516,370.05926513671875,471.54205322265625,2103.810546875,59.21469497680664,121.79729461669922,751.6852416992188,1006.81640625,167.59934997558594,485.49835205078125,175.32106018066406,65.7684326171875,795.079345703125,473.02130126953125,620.5582885742188,1704.2161865234375,633.1459350585938,557.5717163085938,3351.846923828125,83.43803405761719,103.0667953491211,115.21802520751953,434.4195251464844,151.42372131347656,817.985107421875,1004.3248901367188,298.2292175292969,185.81983947753906,381.49725341796875,240.8302001953125,2730.292236328125,43.80392074584961,190.42578125,138.1870880126953,360.7381286621094,6980.9501953125
2016-02-15,186.55044555664062,173.47042846679688,831.2009887695312,638.0291748046875,409.24658203125,2055.49609375,613.6228637695312,194.11196899414062,283.77276611328125,289.3644104003906,15796.19921875,528.8951416015625,215.31463623046875,2732.337646484375,1685.9114990234375,80.16281127929688,383.43377685546875,472.6099853515625,2119.107421875,65.14588165283203,128.69482421875,744.3775024414062,1003.7504272460938,176.2152557373047,512.4279174804688,177.42420959472656,70.1072998046875,806.585205078125,476.11767578125,623.80078125,1745.115966796875,690.6827392578125,587.0232543945312,3504.44189453125,84.01020812988281,106.85344696044922,115.50949096679688,453.68341064453125,164.1890869140625,820.7364501953125,1023.5172729492188,317.1215515136719,210.76669311523438,381.763427734375,257.0802307128906,2764.42431640625,51.941410064697266,193.53631591796875,142.9200897216797,373.78509521484375,7162.9501953125
