Ticker,Date/Time,Open,High,Low,Close,Volume,Rel_Vol_21,H_L_Range,ATR,ADX_21,PDI_21,MDI_21,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6
FCEL,21.12.2012,142.62,152.70,131.09,141.28,67509,1.3,21.61,18.05,15,28,16,3.83,15.50,14.03,9.03,13.63,7.03
FCEL,28.12.2012,139.74,139.74,131.11,131.81,18112,0.4,8.63,17.67,16,27,16,-6.70,-3.12,7.76,6.40,1.72,6.01
FCEL,04.01.2013,132.29,152.70,128.21,149.82,50152,1.0,24.49,18.00,17,29,15,13.66,6.05,10.11,22.48,20.93,15.62
FCEL,11.01.2013,151.26,187.27,145.50,180.07,81633,1.5,41.78,19.13,18,35,13,20.19,36.61,27.46,32.35,47.21,45.35
FCEL,18.01.2013,181.51,184.38,145.50,164.23,61644,1.2,38.88,20.07,19,31,12,-8.80,9.62,24.59,16.24,20.70,34.26
FCEL,25.01.2013,165.67,171.43,161.34,165.67,34564,0.6,10.08,19.60,20,31,12,0.88,-8.00,10.58,25.68,17.26,21.76
FCEL,01.02.2013,165.67,167.11,154.14,158.46,31157,0.6,12.97,19.28,21,30,13,-4.35,-3.51,-12.00,5.77,20.22,12.16
FCEL,08.02.2013,154.14,165.67,152.70,159.90,25749,0.5,12.97,18.98,22,29,13,0.91,-3.48,-2.63,-11.20,6.73,21.31
FCEL,15.02.2013,158.46,162.79,151.26,155.58,26476,0.5,11.52,18.62,23,28,13,-2.70,-1.82,-6.09,-5.26,-13.60,3.85
FCEL,22.02.2013,155.58,157.02,145.50,146.94,19316,0.4,11.52,18.29,23,27,14,-5.56,-8.11,-7.27,-11.30,-10.53,-18.40
FCEL,01.03.2013,146.94,155.58,138.30,149.82,31311,0.7,17.29,18.24,23,26,15,1.96,-3.70,-6.31,-5.45,-9.57,-8.77
FCEL,08.03.2013,148.38,159.90,144.06,149.82,31921,0.7,15.85,18.12,23,26,15,0.00,1.96,-3.70,-6.31,-5.45,-9.57
FCEL,15.03.2013,149.82,152.70,136.85,144.06,43706,1.0,15.85,18.02,23,25,16,-3.85,-3.85,-1.96,-7.41,-9.91,-9.09
FCEL,22.03.2013,144.06,148.38,136.88,139.20,20154,0.5,11.50,17.71,23,24,16,-3.37,-7.09,-7.09,-5.26,-10.53,-12.95
FCEL,28.03.2013,138.44,142.59,133.97,135.96,18845,0.5,8.61,17.27,23,23,16,-2.33,-5.62,-9.25,-9.25,-7.47,-12.61
FCEL,05.04.2013,135.56,139.74,129.65,131.09,23234,0.6,10.08,16.93,22,23,17,-3.58,-5.83,-9.00,-12.50,-12.50,-10.78
FCEL,12.04.2013,136.85,138.01,128.43,129.98,26155,0.7,9.58,16.58,22,22,17,-0.85,-4.40,-6.62,-9.77,-13.24,-13.24
FCEL,19.04.2013,129.48,148.38,121.01,142.62,57857,1.5,27.37,17.09,22,23,15,9.72,8.79,4.90,2.45,-1.00,-4.81
FCEL,26.04.2013,148.38,155.58,140.10,146.94,50088,1.3,15.49,17.02,22,24,15,3.03,13.04,12.09,8.07,5.56,2.00
FCEL,03.05.2013,149.82,158.46,144.06,151.26,53384,1.3,14.41,16.89,22,24,14,2.94,6.06,16.37,15.38,11.25,8.66
FCEL,10.05.2013,152.70,157.02,151.26,154.14,26046,0.7,5.76,16.36,22,24,14,1.90,4.90,8.08,18.59,17.58,13.37
FCEL,17.05.2013,154.14,164.23,151.26,158.46,51172,1.3,12.97,16.20,23,25,13,2.80,4.76,7.84,11.11,21.91,20.88
FCEL,24.05.2013,159.90,220.41,154.86,218.97,192239,4.6,65.55,18.55,24,35,11,38.18,42.06,44.76,49.02,53.54,68.46
FCEL,31.05.2013,226.17,236.25,178.63,183.67,204679,4.6,57.62,20.41,26,34,10,-16.12,15.91,19.16,21.43,25.00,28.79
FCEL,07.06.2013,184.39,234.81,182.95,213.21,235476,5.0,51.86,21.91,27,30,9,16.08,-2.63,34.55,38.32,40.95,45.10
FCEL,14.06.2013,206.00,218.97,198.80,198.80,71495,1.5,20.17,21.83,29,29,8,-6.76,8.24,-9.21,25.45,28.97,31.43
FCEL,21.06.2013,201.68,204.56,161.34,168.55,149065,3.1,43.22,22.84,28,26,15,-15.22,-20.95,-8.24,-23.03,6.36,9.35
FCEL,28.06.2013,169.99,191.60,158.46,184.39,165251,3.3,33.13,23.33,28,25,15,9.40,-7.25,-13.51,0.39,-15.79,16.36
FCEL,05.07.2013,182.95,201.68,182.95,198.80,46789,0.9,18.73,23.12,28,26,14,7.81,17.95,0.00,-6.76,8.24,-9.21
FCEL,12.07.2013,200.24,203.12,180.07,180.07,56001,1.1,23.05,23.11,28,24,14,-9.42,-2.34,6.84,-9.42,-15.54,-1.96
FCEL,19.07.2013,180.07,193.04,175.75,184.39,62386,1.2,17.29,22.83,28,24,15,2.40,-7.25,0.00,9.40,-7.25,-13.51
FCEL,26.07.2013,184.39,190.16,175.03,181.51,44922,0.9,15.13,22.47,28,23,14,-1.56,0.80,-8.70,-1.56,7.69,-8.70
FCEL,02.08.2013,177.19,181.51,172.87,175.75,32643,0.6,8.64,21.81,27,22,14,-3.17,-4.69,-2.40,-11.59,-4.69,4.27
FCEL,09.08.2013,172.87,180.07,165.67,177.19,34607,0.7,14.41,21.46,27,22,16,0.82,-2.38,-3.91,-1.60,-10.87,-3.91
FCEL,16.08.2013,178.63,182.95,161.34,165.67,58690,1.1,21.61,21.46,26,21,16,-6.50,-5.74,-8.73,-10.16,-8.00,-16.67
FCEL,23.08.2013,171.43,171.43,161.34,168.55,28798,0.5,10.08,20.92,26,20,15,1.74,-4.88,-4.10,-7.14,-8.59,-6.40
FCEL,30.08.2013,169.99,184.39,167.11,178.63,52188,1.0,17.29,20.75,25,22,15,5.98,7.83,0.81,1.64,-1.59,-3.12
FCEL,06.09.2013,181.51,203.12,174.31,188.72,130151,2.4,28.81,21.13,26,25,14,5.65,11.97,13.91,6.50,7.38,3.97
FCEL,13.09.2013,190.16,200.24,184.39,185.83,67025,1.2,15.85,20.88,26,24,13,-1.53,4.03,10.26,12.17,4.88,5.74
FCEL,20.09.2013,194.48,194.48,180.07,188.72,45114,0.8,14.41,20.57,26,23,14,1.55,0.00,5.65,11.97,13.91,6.50
FCEL,27.09.2013,190.16,194.48,180.07,187.27,56734,1.0,14.41,20.28,26,23,13,-0.76,0.78,-0.76,4.84,11.11,13.04
FCEL,04.10.2013,184.39,188.72,177.19,178.63,50971,0.9,11.52,19.86,26,22,14,-4.62,-5.34,-3.88,-5.34,0.00,5.98
